#------------------------------------------------------------------
# GENIE Hadronization Tuning Data:
#      Average Multiplicity vs W^2
# Source:
#      [1] D.Zieminska et al., Phys.Rev. D27, 47 (1983)  
#          Charged-particle multiplicity distributions in vn and vp 
#          CC interactions.
#          Fermilab D2-filled 15-foot bubble chamber, a wide-band 
#          v beam produced by 350-GeV/c protons 
#          <Ev> = 50GeV, 1<W<15GeV
#      [2] H.Grassler et al.,Nucl.Phys.B223, 269 (1983) 
#          Multiplicities of 2ary hadrons produced in vp and vbarp 
#          CC interactions
#          Hydrogen bubble chamber BEBC at CERN, wide-band v/vbar 
#          beams generated by 350GeV and 400GeV protons, 
#          Pmuon>3GeV/c, Evis>5GeV, W>3GeV
# Digitizer:
#      Data copied from T.Yang's [1][2] plots digitization files
# Conventions:
#      nu  : 1->neutrino, -1->antineutrino
#      nuc : hit nucleon PDG code
#      tgt : nuclear target A 
#            (0->free nucleon target, 1->unspecified nuclear target)
#      mult: 1->n+, -1->n-, 0->n0, 2->nch, 3->ntot, 
#            for specific particles (p,n,pi0,pi_,pi-) mult=pdgc
#      xfh : 1->xf>0, -1->xf<0, 0->both xh hemispheres 
#
# -----------------------------------------------------------------
# vn all charged current fragments ([1], FIG.7)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2212  0    173.02  2.68  0.24   1    1  
# -----------------------------------------------------------------
# vp positive charged target fragments ([1], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2      n     dn     mult xfh
  1  2212  0      1.51  0.83  0.07   1    -1  
  1  2212  0      2.54  0.96  0.08   1    -1  
  1  2212  0      4.16  0.94  0.07   1    -1  
  1  2212  0      6.63  1.04  0.04   1    -1  
  1  2212  0     10.56  1.23  0.04   1    -1  
  1  2212  0     16.83  1.44  0.04   1    -1  
  1  2212  0     27.57  1.57  0.07   1    -1  
  1  2212  0     43.94  1.82  0.07   1    -1  
  1  2212  0     68.13  2.02  0.09   1    -1  
  1  2212  0    111.59  2.17  0.13   1    -1  
  1  2212  0    173.02  2.02  0.20   1    -1  
# -----------------------------------------------------------------
# vp pi0 ([2], FIG.8)
# -----------------------------------------------------------------
# nu nuc   tgt  W2     n     dn     mult xfh
  1  2212  0    12.28  1.48  0.12   111  0
  1  2212  0    15.04  1.39  0.13   111  0
  1  2212  0    18.89  1.53  0.14   111  0
  1  2212  0    23.69  1.88  0.14   111  0
  1  2212  0    29.80  1.83  0.15   111  0
  1  2212  0    37.93  1.99  0.16   111  0
  1  2212  0    47.00  2.12  0.16   111  0
  1  2212  0    66.64  2.28  0.13   111  0
  1  2212  0    99.68  2.46  0.18   111  0


